0, 0, 255
65, 123, 217
129, 167, 227
20, 500, 0, 40, 500, 20, 40, 500, 0
40, 500, 0, 60, 500, 20, 60, 500, 0
60, 500, 0, 80, 500, 20, 80, 500, 0
80, 500, 0, 100, 500, 20, 100, 500, 0
100, 500, 0, 120, 500, 20, 120, 500, 0
120, 500, 0, 140, 500, 20, 140, 500, 0
140, 500, 0, 160, 500, 20, 160, 500, 0
160, 500, 0, 180, 500, 20, 180, 500, 0
180, 500, 0, 200, 500, 20, 200, 500, 0
200, 500, 0, 220, 500, 20, 220, 500, 0
40, 500, 20, 60, 500, 40, 60, 500, 20
60, 500, 20, 80, 500, 40, 80, 500, 20
80, 500, 20, 100, 500, 40, 100, 500, 20
100, 500, 20, 120, 500, 40, 120, 500, 20
120, 500, 20, 140, 500, 40, 140, 500, 20
140, 500, 20, 160, 500, 40, 160, 500, 20
160, 500, 20, 180, 500, 40, 180, 500, 20
180, 500, 20, 200, 500, 40, 200, 500, 20
200, 500, 20, 220, 500, 40, 220, 500, 20
220, 500, 20, 240, 500, 40, 240, 500, 20
60, 500, 40, 80, 500, 60, 80, 500, 40
80, 500, 40, 100, 500, 60, 100, 500, 40
100, 500, 40, 120, 500, 60, 120, 500, 40
120, 500, 40, 140, 500, 60, 140, 500, 40
140, 500, 40, 160, 500, 60, 160, 500, 40
160, 500, 40, 180, 500, 60, 180, 500, 40
180, 500, 40, 200, 500, 60, 200, 500, 40
200, 500, 40, 220, 500, 60, 220, 500, 40
220, 500, 40, 240, 500, 60, 240, 500, 40
240, 500, 40, 260, 500, 60, 260, 500, 40
80, 500, 60, 100, 500, 80, 100, 500, 60
100, 500, 60, 120, 500, 80, 120, 500, 60
120, 500, 60, 140, 500, 80, 140, 500, 60
140, 500, 60, 160, 500, 80, 160, 500, 60
160, 500, 60, 180, 500, 80, 180, 500, 60
180, 500, 60, 200, 500, 80, 200, 500, 60
200, 500, 60, 220, 500, 80, 220, 500, 60
220, 500, 60, 240, 500, 80, 240, 500, 60
240, 500, 60, 260, 500, 80, 260, 500, 60
260, 500, 60, 280, 500, 80, 280, 500, 60
100, 500, 80, 120, 500, 100, 120, 500, 80
120, 500, 80, 140, 500, 100, 140, 500, 80
140, 500, 80, 160, 500, 100, 160, 500, 80
160, 500, 80, 180, 500, 100, 180, 500, 80
180, 500, 80, 200, 500, 100, 200, 500, 80
200, 500, 80, 220, 500, 100, 220, 500, 80
220, 500, 80, 240, 500, 100, 240, 500, 80
240, 500, 80, 260, 500, 100, 260, 500, 80
260, 500, 80, 280, 500, 100, 280, 500, 80
280, 500, 80, 300, 500, 100, 300, 500, 80
120, 500, 100, 140, 500, 120, 140, 500, 100
140, 500, 100, 160, 500, 120, 160, 500, 100
160, 500, 100, 180, 500, 120, 180, 500, 100
180, 500, 100, 200, 500, 120, 200, 500, 100
200, 500, 100, 220, 500, 120, 220, 500, 100
220, 500, 100, 240, 500, 120, 240, 500, 100
240, 500, 100, 260, 500, 120, 260, 500, 100
260, 500, 100, 280, 500, 120, 280, 500, 100
280, 500, 100, 300, 500, 120, 300, 500, 100
300, 500, 100, 320, 500, 120, 320, 500, 100
140, 500, 120, 160, 500, 140, 160, 500, 120
160, 500, 120, 180, 500, 140, 180, 500, 120
180, 500, 120, 200, 500, 140, 200, 500, 120
200, 500, 120, 220, 500, 140, 220, 500, 120
220, 500, 120, 240, 500, 140, 240, 500, 120
240, 500, 120, 260, 500, 140, 260, 500, 120
260, 500, 120, 280, 500, 140, 280, 500, 120
280, 500, 120, 300, 500, 140, 300, 500, 120
300, 500, 120, 320, 500, 140, 320, 500, 120
320, 500, 120, 340, 500, 140, 340, 500, 120
160, 500, 140, 180, 500, 160, 180, 500, 140
180, 500, 140, 200, 500, 160, 200, 500, 140
200, 500, 140, 220, 500, 160, 220, 500, 140
220, 500, 140, 240, 500, 160, 240, 500, 140
240, 500, 140, 260, 500, 160, 260, 500, 140
260, 500, 140, 280, 500, 160, 280, 500, 140
280, 500, 140, 300, 500, 160, 300, 500, 140
300, 500, 140, 320, 500, 160, 320, 500, 140
320, 500, 140, 340, 500, 160, 340, 500, 140
340, 500, 140, 360, 500, 160, 360, 500, 140
180, 500, 160, 200, 500, 180, 200, 500, 160
200, 500, 160, 220, 500, 180, 220, 500, 160
220, 500, 160, 240, 500, 180, 240, 500, 160
240, 500, 160, 260, 500, 180, 260, 500, 160
260, 500, 160, 280, 500, 180, 280, 500, 160
280, 500, 160, 300, 500, 180, 300, 500, 160
300, 500, 160, 320, 500, 180, 320, 500, 160
320, 500, 160, 340, 500, 180, 340, 500, 160
340, 500, 160, 360, 500, 180, 360, 500, 160
